Dataset,Source_Attack,Unseen_Attack,Fold,RF_Precision,RF_Recall,RF_F1,RF_Specificity,AE_Precision,AE_Recall,AE_F1,AE_Specificity,Ensemble_Precision,Ensemble_Recall,Ensemble_F1,Ensemble_Specificity,RF_Weight,AE_Weight,Decision_Threshold
KDD,DoS,U2R,3,0.0,0.0,0.0,0.9999876642454322,0.0012840849006722562,0.6538461538461539,0.0025631360723709007,0.9728161088506984,0.0,0.0,0.0,0.9999876642454322,0.8,0.19999999999999996,0.4
KDD,Probing,DoS,3,0.9999604459437316,0.27343987004217757,0.42944712821823666,0.9999568248590126,0.9861185882801905,0.2235931751541163,0.36453210243422784,0.9874360339726681,0.9999347280397152,0.2761619178049736,0.43279463679250424,0.9999280414316877,0.8,0.19999999999999996,0.4
KDD,Probing,R2L,3,0.0,0.0,0.0,0.9999568248590126,0.03718292106507011,0.4191829484902309,0.0683068017366136,0.9874360339726681,0.0,0.0,0.0,0.9999280414316877,0.8,0.19999999999999996,0.4
KDD,Probing,U2R,3,0.0,0.0,0.0,0.9999568248590126,0.0027741514360313316,0.6538461538461539,0.0055248618784530384,0.9874360339726681,0.0,0.0,0.0,0.9999280414316877,0.8,0.19999999999999996,0.4
KDD,R2L,DoS,3,0.0,0.0,0.0,0.9999650486953912,0.09868240461158385,0.0007406442162536897,0.0014702536903316505,0.9729970332510265,0.02857142857142857,5.150516107466548e-07,1.0300846523567306e-06,0.9999300973907823,1.0,0.0,0.4
KDD,R2L,Probing,3,0.0,0.0,0.0,0.9999650486953912,0.47752406714933565,0.5841078293027103,0.5254656481866532,0.9729970332510265,0.0,0.0,0.0,0.9999300973907823,1.0,0.0,0.4
KDD,R2L,U2R,3,0.0,0.0,0.0,0.9999650486953912,0.0012926773629381796,0.6538461538461539,0.002580253471958716,0.9729970332510265,0.0,0.0,0.0,0.9999300973907823,1.0,0.0,0.4
KDD,U2R,DoS,3,0.0,0.0,0.0,1.0,0.16093958951101808,0.0014256628585467407,0.0028262893924294653,0.9703304543052811,0.0,0.0,0.0,0.9999979440409054,1.0,0.0,0.3
KDD,U2R,Probing,3,0.0,0.0,0.0,1.0,0.424027140291359,0.516957812271909,0.46590360917423146,0.9703304543052811,0.0,0.0,0.0,0.9999979440409054,1.0,0.0,0.3
KDD,U2R,R2L,3,0.0,0.0,0.0,1.0,0.015822137352519947,0.41207815275310833,0.030474188887429397,0.9703304543052811,0.6666666666666666,0.003552397868561279,0.007067137809187279,0.9999979440409054,1.0,0.0,0.3
KDD,DoS,Probing,4,0.9997486173956762,0.3870371271470975,0.5580383765390957,0.9999958880733568,0.6612371238646166,0.6340810666147633,0.6473744348949277,0.9862743888649026,0.9989972230792965,0.630188312004282,0.7728479785170819,0.999973272476819,0.8,0.19999999999999996,0.3
KDD,DoS,R2L,4,0.0,0.0,0.0,0.9999958880733568,0.031762146482958664,0.38898756660746003,0.058728881737731296,0.9862743888649026,0.35,0.012433392539964476,0.024013722126929673,0.999973272476819,0.8,0.19999999999999996,0.3
KDD,DoS,U2R,4,0.0,0.0,0.0,0.9999958880733568,0.0028379387602688573,0.7307692307692307,0.005653920547537569,0.9862743888649026,0.23529411764705882,0.15384615384615385,0.18604651162790697,0.999973272476819,0.8,0.19999999999999996,0.3
KDD,Probing,DoS,4,0.9999715089974586,0.27115767635495913,0.4266284716383682,0.9999691605501758,0.11439764936336924,0.0006015802813520929,0.00119686662776167,0.9814099796459631,0.9999712120034431,0.1789067823541258,0.30351169984097304,0.9999794403667839,0.8,0.19999999999999996,0.5
KDD,Probing,R2L,4,0.0,0.0,0.0,0.9999691605501758,0.021534465966886702,0.35346358792184723,0.04059567523459812,0.9814099796459631,0.0,0.0,0.0,0.9999794403667839,0.8,0.19999999999999996,0.5
KDD,Probing,U2R,4,0.0,0.0,0.0,0.9999691605501758,0.001986754966887417,0.6923076923076923,0.003962139555359894,0.9814099796459631,0.0,0.0,0.0,0.9999794403667839,0.8,0.19999999999999996,0.5
KDD,R2L,DoS,4,0.0,0.0,0.0,0.9999424330269948,0.11344211344211344,0.0006015802813520929,0.001196813892877984,0.9812331668003043,0.0,0.0,0.0,0.9999424330269948,1.0,0.0,0.5
KDD,R2L,Probing,4,0.0,0.0,0.0,0.9999424330269948,0.47792267215740103,0.40659821906476573,0.43938477717891417,0.9812331668003043,0.0,0.0,0.0,0.9999424330269948,1.0,0.0,0.5
KDD,R2L,U2R,4,0.034482758620689655,0.038461538461538464,0.03636363636363636,0.9999424330269948,0.0019680734747430572,0.6923076923076923,0.0039249890972525075,0.9812331668003043,0.034482758620689655,0.038461538461538464,0.03636363636363636,0.9999424330269948,1.0,0.0,0.5
KDD,U2R,DoS,4,0.0,0.0,0.0,0.9999917761467135,0.11517601814416724,0.0006015802813520929,0.0011969089416681098,0.9815518411151545,0.26666666666666666,2.0602064429866194e-06,4.120381052839767e-06,0.9999773844034623,0.6000000000000001,0.3999999999999999,0.5
KDD,U2R,Probing,4,0.0,0.0,0.0,0.9999917761467135,0.5687716262975778,0.5758843851880687,0.5723059068159289,0.9815518411151545,0.08333333333333333,4.865943263101552e-05,9.726207265476827e-05,0.9999773844034623,0.6000000000000001,0.3999999999999999,0.5
KDD,U2R,R2L,4,0.2,0.0017761989342806395,0.0035211267605633804,0.9999917761467135,0.021696467509812474,0.35346358792184723,0.0408834103749358,0.9815518411151545,0.08333333333333333,0.0017761989342806395,0.0034782608695652175,0.9999773844034623,0.6000000000000001,0.3999999999999999,0.5
