Dataset,Source_Attack,Unseen_Attack,Fold,RF_Precision,RF_Recall,RF_F1,RF_Specificity,AE_Precision,AE_Recall,AE_F1,AE_Specificity,Ensemble_Precision,Ensemble_Recall,Ensemble_F1,Ensemble_Specificity,RF_Weight,AE_Weight,Decision_Threshold
Kitsune,Man_in_the_Middle,DoS_DDOS,4,0.9999798002242175,0.9900949504747524,0.9950128259564194,0.999980000199998,0.9689911815191897,0.7395086975434877,0.8388381121449212,0.9763352366476336,0.9998942917547569,0.99319996599983,0.9965358865596914,0.9998950010499895,1.0,0.0,0.3
Kitsune,Man_in_the_Middle,Botnet,4,0.9999765586999455,0.853175,0.920761171922005,0.999980000199998,0.4777091149856544,0.021645,0.04141355196066239,0.9763352366476336,0.9998945221855003,0.995365,0.9976246197637649,0.9998950010499895,1.0,0.0,0.3
Kitsune,DoS_DDOS,Reconnaissance,4,0.9999897901362507,0.979435,0.9896056722970328,0.999990000099999,0.0965583173996176,0.002525,0.004921307801003752,0.9763752362476376,0.9999294141373399,0.99163,0.9957624140181754,0.999930000699993,1.0,0.0,0.3
Kitsune,DoS_DDOS,Man_in_the_Middle,4,0.9999893787639006,0.9415047075235377,0.9698661605301042,0.999990000099999,0.6193813436442726,0.03844519222596113,0.0723966988837783,0.9763752362476376,0.9999298944912093,0.9984299921499608,0.9991793804322263,0.999930000699993,1.0,0.0,0.3
Kitsune,DoS_DDOS,Botnet,4,0.9999217404914698,0.12777,0.2265867456418805,0.999990000099999,0.4775541795665635,0.021595,0.04132144428924054,0.9763752362476376,0.9999153111408194,0.826485,0.9049659057624873,0.999930000699993,1.0,0.0,0.3
Kitsune,Botnet,Reconnaissance,4,0.9998766460048725,0.162115,0.27899512535118554,0.999980000199998,0.0977904178516736,0.002235,0.004370120887124763,0.979380206197938,0.9998153164245259,0.16241,0.2794294759299405,0.999970000299997,1.0,0.0,0.4
Kitsune,Botnet,Man_in_the_Middle,4,0.981651376146789,0.0010700053500267502,0.002137680616531064,0.999980000199998,0.5878884780653543,0.02941514707573538,0.0560269706579812,0.979380206197938,0.9769230769230769,0.00127000635003175,0.002536714954134396,0.999970000299997,1.0,0.0,0.4
Kitsune,Botnet,DoS_DDOS,4,0.9999610280792689,0.5131725658628293,0.6782647197798022,0.999980000199998,0.9724053021432061,0.7266286331431657,0.8317403447723266,0.979380206197938,0.9999587948878191,0.728038640193201,0.8426038447739083,0.999970000299997,1.0,0.0,0.4
Kitsune,Reconnaissance,Man_in_the_Middle,6,0.9999899709156554,0.9970949854749274,0.9985403799018073,0.999990000099999,0.6737827933220871,0.057915289576447884,0.10666236935402182,0.9719602803971961,0.9999699547819468,0.9984699923499617,0.9992194106550446,0.999970000299997,1.0,0.0,0.2
Kitsune,Reconnaissance,DoS_DDOS,6,0.9999898890321276,0.9890199450997255,0.9944746659158782,0.999990000099999,0.9648676585747846,0.7700888504442522,0.8565446132627411,0.9719602803971961,0.999969841365583,0.9947149735748678,0.9973354856660158,0.999970000299997,1.0,0.0,0.2
Kitsune,Reconnaissance,Botnet,6,0.9999872630935398,0.78511,0.8796159361835619,0.999990000099999,0.4869167429094236,0.02661,0.05046223865737449,0.9719602803971961,0.999965891067439,0.879505,0.9358750967659554,0.999970000299997,1.0,0.0,0.2
Kitsune,Man_in_the_Middle,Reconnaissance,6,1.0,0.82961,0.9068708631894229,1.0,0.1113718796671645,0.00261,0.005100470474431693,0.9791752082479175,0.999946762069039,0.93913,0.9685846594952505,0.999950000499995,1.0,0.0,0.3
Kitsune,Man_in_the_Middle,DoS_DDOS,6,1.0,0.9899499497497487,0.9949495964702453,1.0,0.9731840482107675,0.7557687788438943,0.8508064629612431,0.9791752082479175,0.9999496417007004,0.992839964199821,0.9963821203484404,0.999950000499995,1.0,0.0,0.3
Kitsune,Man_in_the_Middle,Botnet,6,1.0,0.84679,0.9170398366896074,1.0,0.529112492933861,0.0234,0.04481792717086835,0.9791752082479175,0.9999496817369864,0.993625,0.9967773082373005,0.999950000499995,1.0,0.0,0.3
Kitsune,DoS_DDOS,Reconnaissance,6,1.0,0.979015,0.9893962400487111,1.0,0.1002850479398808,0.001935,0.0037967418657012934,0.982640173598264,1.0,0.979015,0.9893962400487111,1.0,1.0,0.0,0.5
Kitsune,DoS_DDOS,Man_in_the_Middle,6,1.0,0.9253846269231346,0.961246510420048,1.0,0.607328658674508,0.026850134250671252,0.05142668345775015,0.982640173598264,1.0,0.9253846269231346,0.961246510420048,1.0,1.0,0.0,0.5
Kitsune,DoS_DDOS,Botnet,6,1.0,0.12871,0.22806566788634813,1.0,0.4982658959537572,0.01724,0.03332688961917649,0.982640173598264,1.0,0.12871,0.22806566788634813,1.0,1.0,0.0,0.5
Kitsune,Botnet,Reconnaissance,6,0.9999068438703267,0.161005,0.2773509500267007,0.9999850001499985,0.11393273850377487,0.00249,0.0048734898787009895,0.9806351936480635,0.9997216552236037,0.161625,0.2782631900625823,0.9999550004499955,1.0,0.0,0.3
Kitsune,Botnet,Man_in_the_Middle,6,0.9863636363636363,0.001085005425027125,0.0021676264490383033,0.9999850001499985,0.5284305369536101,0.021700108500542502,0.04168827925383743,0.9806351936480635,0.98,0.0022050110250551253,0.004400121726723506,0.9999550004499955,1.0,0.0,0.3
Kitsune,Botnet,DoS_DDOS,6,0.9999694061738341,0.49028245141225707,0.6579658992545075,0.9999850001499985,0.9747246006056176,0.7467987339936699,0.8456732280009399,0.9806351936480635,0.9999400966440809,0.7511687558437792,0.8578835715978427,0.9999550004499955,1.0,0.0,0.3
